goal_id,tournament_id,tournament_name,year,match_id,match_name,match_date,match_time,team_id,home_team,away_team,player_id,player_name,given_name,family_name,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty
G-0558,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-32,Brazil vs France,-4209.0,19:00,T-30,0,1,P-38969,Roger Piantoni,Roger,Piantoni,83',83,0,second half,0,0
G-0559,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-33,Sweden vs West Germany,-4209.0,19:00,T-86,0,1,P-63184,Hans Schäfer,Hans,Schäfer,24',24,0,first half,0,0
G-0560,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-33,Sweden vs West Germany,-4209.0,19:00,T-74,1,0,P-33095,Lennart Skoglund,Lennart,Skoglund,32',32,0,first half,0,0
G-0561,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-33,Sweden vs West Germany,-4209.0,19:00,T-74,1,0,P-69813,Gunnar Gren,Gunnar,Gren,81',81,0,second half,0,0
G-0562,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-33,Sweden vs West Germany,-4209.0,19:00,T-74,1,0,P-20173,Kurt Hamrin,Kurt,Hamrin,88',88,0,second half,0,0
G-0563,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-30,1,0,P-77939,Just Fontaine,Just,Fontaine,16',16,0,first half,0,0
G-0564,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-86,0,1,P-93539,Hans Cieslarczyk,Hans,Cieslarczyk,18',18,0,first half,0,0
G-0565,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-30,1,0,P-94605,Raymond Kopa,Raymond,Kopa,27',27,0,first half,0,1
G-0566,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-30,1,0,P-77939,Just Fontaine,Just,Fontaine,36',36,0,first half,0,0
G-0567,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-30,1,0,P-08451,Yvon Douis,Yvon,Douis,50',50,0,second half,0,0
G-0568,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-86,0,1,P-08136,Helmut Rahn,Helmut,Rahn,52',52,0,second half,0,0
G-0569,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-30,1,0,P-77939,Just Fontaine,Just,Fontaine,78',78,0,second half,0,0
G-0570,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-86,0,1,P-63184,Hans Schäfer,Hans,Schäfer,84',84,0,second half,0,0
G-0571,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-34,France vs West Germany,-4205.0,17:00,T-30,1,0,P-77939,Just Fontaine,Just,Fontaine,89',89,0,second half,0,0
G-0572,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-35,Brazil vs Sweden,-4204.0,15:00,T-74,0,1,P-10338,Nils Liedholm,Nils,Liedholm,4',4,0,first half,0,0
G-0573,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-35,Brazil vs Sweden,-4204.0,15:00,T-09,1,0,P-45310,not applicable Vavá,not applicable,Vavá,9',9,0,first half,0,0
G-0574,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-35,Brazil vs Sweden,-4204.0,15:00,T-09,1,0,P-45310,not applicable Vavá,not applicable,Vavá,32',32,0,first half,0,0
G-0575,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-35,Brazil vs Sweden,-4204.0,15:00,T-09,1,0,P-38906,not applicable Pelé,not applicable,Pelé,55',55,0,second half,0,0
G-0576,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-35,Brazil vs Sweden,-4204.0,15:00,T-09,1,0,P-38164,Mário Zagallo,Mário,Zagallo,68',68,0,second half,0,0
G-0577,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-35,Brazil vs Sweden,-4204.0,15:00,T-74,0,1,P-82312,Agne Simonsson,Agne,Simonsson,80',80,0,second half,0,0
G-0578,WC-1958,1958 FIFA Men's World Cup,1958,M-1958-35,Brazil vs Sweden,-4204.0,15:00,T-09,1,0,P-38906,not applicable Pelé,not applicable,Pelé,90',90,0,second half,0,0
G-0579,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-01,Uruguay vs Colombia,-2773.0,15:00,T-16,0,1,P-32148,Francisco Zuluaga,Francisco,Zuluaga,19',19,0,first half,0,1
G-0580,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-01,Uruguay vs Colombia,-2773.0,15:00,T-84,1,0,P-81929,Luis Cubilla,Luis,Cubilla,56',56,0,second half,0,0
G-0581,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-01,Uruguay vs Colombia,-2773.0,15:00,T-84,1,0,P-15857,José Sasía,José,Sasía,75',75,0,second half,0,0
G-0582,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-02,Chile vs Switzerland,-2773.0,15:00,T-75,0,1,P-25619,Rolf Wüthrich,Rolf,Wüthrich,6',6,0,first half,0,0
G-0583,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-02,Chile vs Switzerland,-2773.0,15:00,T-13,1,0,P-22224,Leonel Sánchez,Leonel,Sánchez,44',44,0,first half,0,0
G-0584,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-02,Chile vs Switzerland,-2773.0,15:00,T-13,1,0,P-98252,Jaime Ramírez,Jaime,Ramírez,51',51,0,second half,0,0
G-0585,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-02,Chile vs Switzerland,-2773.0,15:00,T-13,1,0,P-22224,Leonel Sánchez,Leonel,Sánchez,55',55,0,second half,0,0
G-0586,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-03,Brazil vs Mexico,-2773.0,15:00,T-09,1,0,P-38164,Mário Zagallo,Mário,Zagallo,56',56,0,second half,0,0
G-0587,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-03,Brazil vs Mexico,-2773.0,15:00,T-09,1,0,P-38906,not applicable Pelé,not applicable,Pelé,73',73,0,second half,0,0
G-0588,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-04,Argentina vs Bulgaria,-2773.0,15:00,T-03,1,0,P-14074,Héctor Facundo,Héctor,Facundo,4',4,0,first half,0,0
G-0589,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-05,Soviet Union vs Yugoslavia,-2772.0,15:00,T-72,1,0,P-11702,Valentin Ivanov,Valentin,Ivanov,51',51,0,second half,0,0
G-0590,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-05,Soviet Union vs Yugoslavia,-2772.0,15:00,T-72,1,0,P-05819,Viktor Ponedelnik,Viktor,Ponedelnik,83',83,0,second half,0,0
G-0591,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-07,Czechoslovakia vs Spain,-2772.0,15:00,T-21,1,0,P-53400,Jozef Štibrányi,Jozef,Štibrányi,80',80,0,second half,0,0
G-0592,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-08,Hungary vs England,-2772.0,15:00,T-36,1,0,P-82971,Lajos Tichy,Lajos,Tichy,17',17,0,first half,0,0
G-0593,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-08,Hungary vs England,-2772.0,15:00,T-28,0,1,P-05132,Ron Flowers,Ron,Flowers,60',60,0,second half,0,1
G-0594,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-08,Hungary vs England,-2772.0,15:00,T-36,1,0,P-21188,Flórián Albert,Flórián,Albert,71',71,0,second half,0,0
G-0595,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-09,Yugoslavia vs Uruguay,-2770.0,15:00,T-84,0,1,P-35342,Ángel Cabrera,Ángel,Cabrera,19',19,0,first half,0,0
G-0596,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-09,Yugoslavia vs Uruguay,-2770.0,15:00,T-87,1,0,P-47998,Josip Skoblar,Josip,Skoblar,25',25,0,first half,0,1
G-0597,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-09,Yugoslavia vs Uruguay,-2770.0,15:00,T-87,1,0,P-05537,Milan Galić,Milan,Galić,29',29,0,first half,0,0
G-0598,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-09,Yugoslavia vs Uruguay,-2770.0,15:00,T-87,1,0,P-55024,Dražan Jerković,Dražan,Jerković,49',49,0,second half,0,0
G-0599,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-10,Chile vs Italy,-2770.0,15:00,T-13,1,0,P-98252,Jaime Ramírez,Jaime,Ramírez,73',73,0,second half,0,0
G-0600,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-10,Chile vs Italy,-2770.0,15:00,T-13,1,0,P-01618,Jorge Toro,Jorge,Toro,87',87,0,second half,0,0
G-0601,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-12,England vs Argentina,-2770.0,15:00,T-28,1,0,P-05132,Ron Flowers,Ron,Flowers,17',17,0,first half,0,1
G-0602,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-12,England vs Argentina,-2770.0,15:00,T-28,1,0,P-08601,Bobby Charlton,Bobby,Charlton,42',42,0,first half,0,0
G-0603,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-12,England vs Argentina,-2770.0,15:00,T-28,1,0,P-75574,Jimmy Greaves,Jimmy,Greaves,67',67,0,second half,0,0
G-0604,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-12,England vs Argentina,-2770.0,15:00,T-03,0,1,P-46624,José Sanfilippo,José,Sanfilippo,81',81,0,second half,0,0
G-0605,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-13,Soviet Union vs Colombia,-2769.0,15:00,T-72,1,0,P-11702,Valentin Ivanov,Valentin,Ivanov,8',8,0,first half,0,0
G-0606,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-13,Soviet Union vs Colombia,-2769.0,15:00,T-72,1,0,P-38721,Igor Chislenko,Igor,Chislenko,10',10,0,first half,0,0
G-0607,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-13,Soviet Union vs Colombia,-2769.0,15:00,T-72,1,0,P-11702,Valentin Ivanov,Valentin,Ivanov,11',11,0,first half,0,0
G-0608,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-13,Soviet Union vs Colombia,-2769.0,15:00,T-16,0,1,P-17067,Germán Aceros,Germán,Aceros,21',21,0,first half,0,0
G-0609,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-13,Soviet Union vs Colombia,-2769.0,15:00,T-72,1,0,P-05819,Viktor Ponedelnik,Viktor,Ponedelnik,56',56,0,second half,0,0
G-0610,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-13,Soviet Union vs Colombia,-2769.0,15:00,T-16,0,1,P-32950,Marcos Coll,Marcos,Coll,68',68,0,second half,0,0
G-0611,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-13,Soviet Union vs Colombia,-2769.0,15:00,T-16,0,1,P-31841,Antonio Rada,Antonio,Rada,72',72,0,second half,0,0
G-0612,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-13,Soviet Union vs Colombia,-2769.0,15:00,T-16,0,1,P-07544,Marino Klinger,Marino,Klinger,86',86,0,second half,0,0
G-0613,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-14,West Germany vs Switzerland,-2769.0,15:00,T-86,1,0,P-12917,Albert Brülls,Albert,Brülls,45',45,0,first half,0,0
G-0614,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-14,West Germany vs Switzerland,-2769.0,15:00,T-86,1,0,P-64138,Uwe Seeler,Uwe,Seeler,59',59,0,second half,0,0
G-0615,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-14,West Germany vs Switzerland,-2769.0,15:00,T-75,0,1,P-99095,Heinz Schneiter,Heinz,Schneiter,73',73,0,second half,0,0
G-0616,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-15,Spain vs Mexico,-2769.0,15:00,T-73,1,0,P-15268,Joaquín Peiró,Joaquín,Peiró,90',90,0,second half,0,0
G-0617,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-16,Hungary vs Bulgaria,-2769.0,15:00,T-36,1,0,P-21188,Flórián Albert,Flórián,Albert,1',1,0,first half,0,0
G-0618,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-16,Hungary vs Bulgaria,-2769.0,15:00,T-36,1,0,P-21188,Flórián Albert,Flórián,Albert,6',6,0,first half,0,0
G-0619,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-16,Hungary vs Bulgaria,-2769.0,15:00,T-36,1,0,P-82971,Lajos Tichy,Lajos,Tichy,8',8,0,first half,0,0
G-0620,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-16,Hungary vs Bulgaria,-2769.0,15:00,T-36,1,0,P-01864,Ernő Solymosi,Ernő,Solymosi,12',12,0,first half,0,0
G-0621,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-16,Hungary vs Bulgaria,-2769.0,15:00,T-36,1,0,P-21188,Flórián Albert,Flórián,Albert,53',53,0,second half,0,0
G-0622,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-16,Hungary vs Bulgaria,-2769.0,15:00,T-10,0,1,P-14962,Georgi Sokolov,Georgi,Sokolov,64',64,0,second half,0,0
G-0623,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-16,Hungary vs Bulgaria,-2769.0,15:00,T-36,1,0,P-82971,Lajos Tichy,Lajos,Tichy,70',70,0,second half,0,0
G-0624,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-17,Soviet Union vs Uruguay,-2766.0,15:00,T-72,1,0,P-03441,Aleksei Mamykin,Aleksei,Mamykin,38',38,0,first half,0,0
G-0625,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-17,Soviet Union vs Uruguay,-2766.0,15:00,T-84,0,1,P-15857,José Sasía,José,Sasía,54',54,0,second half,0,0
G-0626,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-17,Soviet Union vs Uruguay,-2766.0,15:00,T-72,1,0,P-11702,Valentin Ivanov,Valentin,Ivanov,89',89,0,second half,0,0
G-0627,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-18,West Germany vs Chile,-2766.0,15:00,T-86,1,0,P-55225,Horst Szymaniak,Horst,Szymaniak,21',21,0,first half,0,1
G-0628,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-18,West Germany vs Chile,-2766.0,15:00,T-86,1,0,P-64138,Uwe Seeler,Uwe,Seeler,82',82,0,second half,0,0
G-0629,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-19,Brazil vs Spain,-2766.0,15:00,T-73,0,1,P-03894,not applicable Adelardo,not applicable,Adelardo,35',35,0,first half,0,0
G-0630,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-19,Brazil vs Spain,-2766.0,15:00,T-09,1,0,P-96621,not applicable Amarildo,not applicable,Amarildo,72',72,0,second half,0,0
G-0631,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-19,Brazil vs Spain,-2766.0,15:00,T-09,1,0,P-96621,not applicable Amarildo,not applicable,Amarildo,86',86,0,second half,0,0
G-0632,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-21,Yugoslavia vs Colombia,-2765.0,15:00,T-87,1,0,P-05537,Milan Galić,Milan,Galić,20',20,0,first half,0,0
G-0633,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-21,Yugoslavia vs Colombia,-2765.0,15:00,T-87,1,0,P-55024,Dražan Jerković,Dražan,Jerković,25',25,0,first half,0,0
G-0634,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-21,Yugoslavia vs Colombia,-2765.0,15:00,T-87,1,0,P-05537,Milan Galić,Milan,Galić,61',61,0,second half,0,0
G-0635,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-21,Yugoslavia vs Colombia,-2765.0,15:00,T-87,1,0,P-55272,Vojislav Melić,Vojislav,Melić,82',82,0,second half,0,0
G-0636,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-21,Yugoslavia vs Colombia,-2765.0,15:00,T-87,1,0,P-55024,Dražan Jerković,Dražan,Jerković,87',87,0,second half,0,0
G-0637,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-22,Italy vs Switzerland,-2765.0,15:00,T-41,1,0,P-14709,Bruno Mora,Bruno,Mora,2',2,0,first half,0,0
G-0638,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-22,Italy vs Switzerland,-2765.0,15:00,T-41,1,0,P-72738,Giacomo Bulgarelli,Giacomo,Bulgarelli,65',65,0,second half,0,0
G-0639,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-22,Italy vs Switzerland,-2765.0,15:00,T-41,1,0,P-72738,Giacomo Bulgarelli,Giacomo,Bulgarelli,67',67,0,second half,0,0
G-0640,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-23,Mexico vs Czechoslovakia,-2765.0,15:00,T-21,0,1,P-88346,Václav Mašek,Václav,Mašek,1',1,0,first half,0,0
G-0641,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-23,Mexico vs Czechoslovakia,-2765.0,15:00,T-46,1,0,P-05631,Isidoro Díaz,Isidoro,Díaz,12',12,0,first half,0,0
G-0642,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-23,Mexico vs Czechoslovakia,-2765.0,15:00,T-46,1,0,P-32063,Alfredo del Águila,Alfredo,del Águila,29',29,0,first half,0,0
G-0643,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-23,Mexico vs Czechoslovakia,-2765.0,15:00,T-46,1,0,P-61576,Héctor Hernández,Héctor,Hernández,90',90,0,second half,0,1
G-0644,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-25,Brazil vs England,-2762.0,14:30,T-09,1,0,P-46080,not applicable Garrincha,not applicable,Garrincha,31',31,0,first half,0,0
G-0645,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-25,Brazil vs England,-2762.0,14:30,T-28,0,1,P-98541,Gerry Hitchens,Gerry,Hitchens,38',38,0,first half,0,0
G-0646,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-25,Brazil vs England,-2762.0,14:30,T-09,1,0,P-45310,not applicable Vavá,not applicable,Vavá,53',53,0,second half,0,0
G-0647,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-25,Brazil vs England,-2762.0,14:30,T-09,1,0,P-46080,not applicable Garrincha,not applicable,Garrincha,59',59,0,second half,0,0
G-0648,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-26,Chile vs Soviet Union,-2762.0,14:30,T-13,1,0,P-22224,Leonel Sánchez,Leonel,Sánchez,11',11,0,first half,0,0
G-0649,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-26,Chile vs Soviet Union,-2762.0,14:30,T-72,0,1,P-38721,Igor Chislenko,Igor,Chislenko,26',26,0,first half,0,0
G-0650,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-26,Chile vs Soviet Union,-2762.0,14:30,T-13,1,0,P-65214,Eladio Rojas,Eladio,Rojas,29',29,0,first half,0,0
G-0651,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-27,Czechoslovakia vs Hungary,-2762.0,14:30,T-21,1,0,P-82183,Adolf Scherer,Adolf,Scherer,13',13,0,first half,0,0
G-0652,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-28,Yugoslavia vs West Germany,-2762.0,14:30,T-87,1,0,P-67185,Petar Radaković,Petar,Radaković,85',85,0,second half,0,0
G-0653,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-29,Brazil vs Chile,-2759.0,14:30,T-09,1,0,P-46080,not applicable Garrincha,not applicable,Garrincha,9',9,0,first half,0,0
G-0654,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-29,Brazil vs Chile,-2759.0,14:30,T-09,1,0,P-46080,not applicable Garrincha,not applicable,Garrincha,32',32,0,first half,0,0
G-0655,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-29,Brazil vs Chile,-2759.0,14:30,T-13,0,1,P-01618,Jorge Toro,Jorge,Toro,42',42,0,first half,0,0
G-0656,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-29,Brazil vs Chile,-2759.0,14:30,T-09,1,0,P-45310,not applicable Vavá,not applicable,Vavá,47',47,0,second half,0,0
G-0657,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-29,Brazil vs Chile,-2759.0,14:30,T-13,0,1,P-22224,Leonel Sánchez,Leonel,Sánchez,61',61,0,second half,0,1
G-0658,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-29,Brazil vs Chile,-2759.0,14:30,T-09,1,0,P-45310,not applicable Vavá,not applicable,Vavá,78',78,0,second half,0,0
G-0659,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-30,Czechoslovakia vs Yugoslavia,-2759.0,14:30,T-21,1,0,P-90033,Josef Kadraba,Josef,Kadraba,48',48,0,second half,0,0
G-0660,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-30,Czechoslovakia vs Yugoslavia,-2759.0,14:30,T-87,0,1,P-55024,Dražan Jerković,Dražan,Jerković,69',69,0,second half,0,0
G-0661,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-30,Czechoslovakia vs Yugoslavia,-2759.0,14:30,T-21,1,0,P-82183,Adolf Scherer,Adolf,Scherer,80',80,0,second half,0,0
G-0662,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-30,Czechoslovakia vs Yugoslavia,-2759.0,14:30,T-21,1,0,P-82183,Adolf Scherer,Adolf,Scherer,84',84,0,second half,0,1
G-0663,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-31,Chile vs Yugoslavia,-2756.0,14:30,T-13,1,0,P-65214,Eladio Rojas,Eladio,Rojas,90',90,0,second half,0,0
G-0664,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-32,Brazil vs Czechoslovakia,-2755.0,14:30,T-21,0,1,P-37610,Josef Masopust,Josef,Masopust,15',15,0,first half,0,0
G-0665,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-32,Brazil vs Czechoslovakia,-2755.0,14:30,T-09,1,0,P-96621,not applicable Amarildo,not applicable,Amarildo,17',17,0,first half,0,0
G-0666,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-32,Brazil vs Czechoslovakia,-2755.0,14:30,T-09,1,0,P-82525,not applicable Zito,not applicable,Zito,69',69,0,second half,0,0
G-0667,WC-1962,1962 FIFA Men's World Cup,1962,M-1962-32,Brazil vs Czechoslovakia,-2755.0,14:30,T-09,1,0,P-45310,not applicable Vavá,not applicable,Vavá,78',78,0,second half,0,0
G-0668,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-02,West Germany vs Switzerland,-1269.0,19:30,T-86,1,0,P-86276,Sigfried Held,Sigfried,Held,16',16,0,first half,0,0
G-0669,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-02,West Germany vs Switzerland,-1269.0,19:30,T-86,1,0,P-12272,Helmut Haller,Helmut,Haller,21',21,0,first half,0,0
G-0670,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-02,West Germany vs Switzerland,-1269.0,19:30,T-86,1,0,P-72864,Franz Beckenbauer,Franz,Beckenbauer,40',40,0,first half,0,0
G-0671,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-02,West Germany vs Switzerland,-1269.0,19:30,T-86,1,0,P-72864,Franz Beckenbauer,Franz,Beckenbauer,52',52,0,second half,0,0
G-0672,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-02,West Germany vs Switzerland,-1269.0,19:30,T-86,1,0,P-12272,Helmut Haller,Helmut,Haller,77',77,0,second half,0,1
G-0673,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-03,Brazil vs Bulgaria,-1269.0,19:30,T-09,1,0,P-38906,not applicable Pelé,not applicable,Pelé,15',15,0,first half,0,0
G-0674,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-03,Brazil vs Bulgaria,-1269.0,19:30,T-09,1,0,P-46080,not applicable Garrincha,not applicable,Garrincha,63',63,0,second half,0,0
G-0675,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-04,Soviet Union vs North Korea,-1269.0,19:30,T-72,1,0,P-83456,Eduard Malofeyev,Eduard,Malofeyev,31',31,0,first half,0,0
G-0676,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-04,Soviet Union vs North Korea,-1269.0,19:30,T-72,1,0,P-44798,Anatoliy Banishevskiy,Anatoliy,Banishevskiy,33',33,0,first half,0,0
G-0677,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-04,Soviet Union vs North Korea,-1269.0,19:30,T-72,1,0,P-83456,Eduard Malofeyev,Eduard,Malofeyev,88',88,0,second half,0,0
G-0678,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-05,France vs Mexico,-1268.0,19:30,T-46,0,1,P-55734,Enrique Borja,Enrique,Borja,48',48,0,second half,0,0
G-0679,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-05,France vs Mexico,-1268.0,19:30,T-30,1,0,P-05248,Gérard Hausser,Gérard,Hausser,62',62,0,second half,0,0
G-0680,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-06,Argentina vs Spain,-1268.0,19:30,T-03,1,0,P-47496,Luis Artime,Luis,Artime,65',65,0,second half,0,0
G-0681,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-06,Argentina vs Spain,-1268.0,19:30,T-73,0,1,P-58423,not applicable Pirri,not applicable,Pirri,71',71,0,second half,0,0
G-0682,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-06,Argentina vs Spain,-1268.0,19:30,T-03,1,0,P-47496,Luis Artime,Luis,Artime,77',77,0,second half,0,0
G-0683,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-07,Portugal vs Hungary,-1268.0,19:30,T-58,1,0,P-67663,José Augusto,José,Augusto,2',2,0,first half,0,0
G-0684,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-07,Portugal vs Hungary,-1268.0,19:30,T-36,0,1,P-82516,Ferenc Bene,Ferenc,Bene,60',60,0,second half,0,0
G-0685,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-07,Portugal vs Hungary,-1268.0,19:30,T-58,1,0,P-67663,José Augusto,José,Augusto,67',67,0,second half,0,0
G-0686,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-07,Portugal vs Hungary,-1268.0,19:30,T-58,1,0,P-68398,José Torres,José,Torres,90',90,0,second half,0,0
G-0687,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-08,Italy vs Chile,-1268.0,19:30,T-41,1,0,P-91195,Sandro Mazzola,Sandro,Mazzola,8',8,0,first half,0,0
G-0688,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-08,Italy vs Chile,-1268.0,19:30,T-41,1,0,P-01013,Paolo Barison,Paolo,Barison,88',88,0,second half,0,0
G-0689,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-09,Uruguay vs France,-1266.0,19:30,T-30,0,1,P-39420,Héctor De Bourgoing,Héctor,De Bourgoing,15',15,0,first half,0,1
G-0690,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-09,Uruguay vs France,-1266.0,19:30,T-84,1,0,P-47892,Pedro Rocha,Pedro,Rocha,26',26,0,first half,0,0
G-0691,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-09,Uruguay vs France,-1266.0,19:30,T-84,1,0,P-82186,Julio César Cortés,Julio César,Cortés,31',31,0,first half,0,0
G-0692,WC-1966,1966 FIFA Men's World Cup,1966,M-1966-10,Spain vs Switzerland,-1266.0,19:30,T-75,0,1,P-42555,René-Pierre Quentin,René-Pierre,Quentin,31',31,0,first half,0,0
