goal_id,tournament_id,tournament_name,year,match_id,match_name,match_date,match_time,team_id,home_team,away_team,player_id,player_name,given_name,family_name,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty
G-1740,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-13,Brazil vs Germany,9290.0,19:00,T-31,0,1,P-27293,Anouschka Bernhard,Anouschka,Bernhard,90',90,0,second half,0,0
G-1741,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-14,Sweden vs Japan,9290.0,19:00,T-74,1,0,P-33270,Lena Videkull,Lena,Videkull,66',66,0,second half,0,0
G-1742,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-14,Sweden vs Japan,9290.0,19:00,T-74,1,0,P-81571,Anneli Andelén,Anneli,Andelén,88',88,0,second half,0,0
G-1743,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-15,Nigeria vs England,9291.0,16:00,T-28,0,1,P-19148,Karen Farley,Karen,Farley,10',10,0,first half,0,0
G-1744,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-15,Nigeria vs England,9291.0,16:00,T-50,1,0,P-65225,Adaku Okoroafor,Adaku,Okoroafor,13',13,0,first half,0,0
G-1745,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-15,Nigeria vs England,9291.0,16:00,T-28,0,1,P-84117,Karen Walker,Karen,Walker,27',27,0,first half,0,0
G-1746,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-15,Nigeria vs England,9291.0,16:00,T-28,0,1,P-19148,Karen Farley,Karen,Farley,38',38,0,first half,0,0
G-1747,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-15,Nigeria vs England,9291.0,16:00,T-50,1,0,P-33681,Rita Nwadike,Rita,Nwadike,74',74,0,second half,0,0
G-1748,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-16,Norway vs Canada,9291.0,16:00,T-53,1,0,P-29915,Ann Kristin Aarønes,Ann Kristin,Aarønes,4',4,0,first half,0,0
G-1749,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-16,Norway vs Canada,9291.0,16:00,T-53,1,0,P-84389,Hege Riise,Hege,Riise,12',12,0,first half,0,0
G-1750,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-16,Norway vs Canada,9291.0,16:00,T-53,1,0,P-29915,Ann Kristin Aarønes,Ann Kristin,Aarønes,21',21,0,first half,0,0
G-1751,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-16,Norway vs Canada,9291.0,16:00,T-53,1,0,P-75121,Marianne Pettersen,Marianne,Pettersen,71',71,0,second half,0,0
G-1752,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-16,Norway vs Canada,9291.0,16:00,T-53,1,0,P-79792,Randi Leinan,Randi,Leinan,84',84,0,second half,0,0
G-1753,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-16,Norway vs Canada,9291.0,16:00,T-53,1,0,P-75121,Marianne Pettersen,Marianne,Pettersen,89',89,0,second half,0,0
G-1754,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-16,Norway vs Canada,9291.0,16:00,T-53,1,0,P-29915,Ann Kristin Aarønes,Ann Kristin,Aarønes,90'+3',90,3,"second half, stoppage time",0,0
G-1755,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-17,China vs Denmark,9291.0,16:00,T-14,1,0,P-35093,Guihong Shi,Guihong,Shi,21',21,0,first half,0,0
G-1756,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-17,China vs Denmark,9291.0,16:00,T-22,0,1,P-06433,Christina Bonde,Christina,Bonde,44',44,0,first half,0,0
G-1757,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-17,China vs Denmark,9291.0,16:00,T-14,1,0,P-14903,Wen Sun,Wen,Sun,76',76,0,second half,0,0
G-1758,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-17,China vs Denmark,9291.0,16:00,T-14,1,0,P-47025,Haiying Wei,Haiying,Wei,90',90,0,second half,0,0
G-1759,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-18,United States vs Australia,9291.0,16:00,T-04,0,1,P-98447,Lisa Casagrande,Lisa,Casagrande,54',54,0,second half,0,0
G-1760,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-18,United States vs Australia,9291.0,16:00,T-83,1,0,P-89416,Julie Foudy,Julie,Foudy,69',69,0,second half,0,0
G-1761,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-18,United States vs Australia,9291.0,16:00,T-83,1,0,P-30345,Joy Fawcett,Joy,Fawcett,72',72,0,second half,0,0
G-1762,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-18,United States vs Australia,9291.0,16:00,T-83,1,0,P-56906,Carla Overbeck,Carla,Overbeck,90'+2',90,2,"second half, stoppage time",0,1
G-1763,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-18,United States vs Australia,9291.0,16:00,T-83,1,0,P-78370,Debbie Keller,Debbie,Keller,90'+4',90,4,"second half, stoppage time",0,0
G-1764,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-19,Japan vs United States,9294.0,17:15,T-83,0,1,P-25850,Kristine Lilly,Kristine,Lilly,8',8,0,first half,0,0
G-1765,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-19,Japan vs United States,9294.0,17:15,T-83,0,1,P-25850,Kristine Lilly,Kristine,Lilly,42',42,0,first half,0,0
G-1766,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-19,Japan vs United States,9294.0,17:15,T-83,0,1,P-98699,Tiffeny Milbrett,Tiffeny,Milbrett,45',45,0,first half,0,0
G-1767,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-19,Japan vs United States,9294.0,17:15,T-83,0,1,P-49668,Tisha Venturini,Tisha,Venturini,80',80,0,second half,0,0
G-1768,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-20,Norway vs Denmark,9294.0,17:15,T-53,1,0,P-67204,Gro Espeseth,Gro,Espeseth,21',21,0,first half,0,0
G-1769,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-20,Norway vs Denmark,9294.0,17:15,T-53,1,0,P-58688,Linda Medalen,Linda,Medalen,64',64,0,second half,0,0
G-1770,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-20,Norway vs Denmark,9294.0,17:15,T-53,1,0,P-84389,Hege Riise,Hege,Riise,85',85,0,second half,0,0
G-1771,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-20,Norway vs Denmark,9294.0,17:15,T-22,0,1,P-93175,Gitte Krogh,Gitte,Krogh,86',86,0,second half,0,0
G-1772,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-21,Germany vs England,9294.0,20:15,T-31,1,0,P-21423,Martina Voss,Martina,Voss,41',41,0,first half,0,0
G-1773,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-21,Germany vs England,9294.0,20:15,T-31,1,0,P-50598,Maren Meinert,Maren,Meinert,55',55,0,second half,0,0
G-1774,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-21,Germany vs England,9294.0,20:15,T-31,1,0,P-30335,Heidi Mohr,Heidi,Mohr,82',82,0,second half,0,0
G-1775,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-22,Sweden vs China,9294.0,20:15,T-14,0,1,P-49949,Qingmei Sun,Qingmei,Sun,29',29,0,first half,0,0
G-1776,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-22,Sweden vs China,9294.0,20:15,T-74,1,0,P-87263,Ulrika Kalte,Ulrika,Kalte,90'+3',90,3,"second half, stoppage time",0,0
G-1777,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-23,United States vs Norway,9296.0,17:15,T-53,0,1,P-29915,Ann Kristin Aarønes,Ann Kristin,Aarønes,10',10,0,first half,0,0
G-1778,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-24,Germany vs China,9296.0,20:15,T-31,1,0,P-53366,Bettina Wiegmann,Bettina,Wiegmann,88',88,0,second half,0,0
G-1779,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-25,China vs United States,9298.0,16:00,T-83,0,1,P-49668,Tisha Venturini,Tisha,Venturini,24',24,0,first half,0,0
G-1780,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-25,China vs United States,9298.0,16:00,T-83,0,1,P-28901,Mia Hamm,Mia,Hamm,55',55,0,second half,0,0
G-1781,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-26,Germany vs Norway,9299.0,18:00,T-53,0,1,P-84389,Hege Riise,Hege,Riise,37',37,0,first half,0,0
G-1782,WC-1995,1995 FIFA Women's World Cup,1995,M-1995-26,Germany vs Norway,9299.0,18:00,T-53,0,1,P-75121,Marianne Pettersen,Marianne,Pettersen,40',40,0,first half,0,0
G-1783,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-01,Brazil vs Scotland,10387.0,17:30,T-09,1,0,P-03658,César Sampaio,César,Sampaio,5',5,0,first half,0,0
G-1784,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-01,Brazil vs Scotland,10387.0,17:30,T-64,0,1,P-39646,John Collins,John,Collins,38',38,0,first half,0,1
G-1785,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-01,Brazil vs Scotland,10387.0,17:30,T-09,1,0,P-48864,Tom Boyd,Tom,Boyd,74',74,0,second half,1,0
G-1786,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-02,Morocco vs Norway,10387.0,21:00,T-47,1,0,P-45896,Mustapha Hadji,Mustapha,Hadji,37',37,0,first half,0,0
G-1787,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-02,Morocco vs Norway,10387.0,21:00,T-53,0,1,P-78077,Youssef Chippo,Youssef,Chippo,45'+1',45,1,"first half, stoppage time",1,0
G-1788,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-02,Morocco vs Norway,10387.0,21:00,T-47,1,0,P-14349,Abdeljalil Hadda,Abdeljalil,Hadda,60',60,0,second half,0,0
G-1789,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-02,Morocco vs Norway,10387.0,21:00,T-53,0,1,P-59890,Dan Eggen,Dan,Eggen,61',61,0,second half,0,0
G-1790,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-03,Italy vs Chile,10388.0,17:30,T-41,1,0,P-34670,Christian Vieri,Christian,Vieri,10',10,0,first half,0,0
G-1791,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-03,Italy vs Chile,10388.0,17:30,T-13,0,1,P-39251,Marcelo Salas,Marcelo,Salas,45'+3',45,3,"first half, stoppage time",0,0
G-1792,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-03,Italy vs Chile,10388.0,17:30,T-13,0,1,P-39251,Marcelo Salas,Marcelo,Salas,50',50,0,second half,0,0
G-1793,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-03,Italy vs Chile,10388.0,17:30,T-41,1,0,P-78756,Roberto Baggio,Roberto,Baggio,84',84,0,second half,0,1
G-1794,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-04,Cameroon vs Austria,10388.0,21:00,T-11,1,0,P-53197,Pierre Njanka,Pierre,Njanka,77',77,0,second half,0,0
G-1795,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-04,Cameroon vs Austria,10388.0,21:00,T-05,0,1,P-16938,Toni Polster,Toni,Polster,90'+1',90,1,"second half, stoppage time",0,0
G-1796,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-06,Saudi Arabia vs Denmark,10389.0,17:30,T-22,0,1,P-77711,Marc Rieper,Marc,Rieper,69',69,0,second half,0,0
G-1797,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-07,France vs South Africa,10389.0,21:00,T-30,1,0,P-74065,Christophe Dugarry,Christophe,Dugarry,35',35,0,first half,0,0
G-1798,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-07,France vs South Africa,10389.0,21:00,T-30,1,0,P-65806,Pierre Issa,Pierre,Issa,77',77,0,second half,1,0
G-1799,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-07,France vs South Africa,10389.0,21:00,T-30,1,0,P-51395,Thierry Henry,Thierry,Henry,90'+2',90,2,"second half, stoppage time",0,0
G-1800,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-08,Spain vs Nigeria,10390.0,14:30,T-73,1,0,P-35246,Fernando Hierro,Fernando,Hierro,21',21,0,first half,0,0
G-1801,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-08,Spain vs Nigeria,10390.0,14:30,T-50,0,1,P-56969,Mutiu Adepoju,Mutiu,Adepoju,24',24,0,first half,0,0
G-1802,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-08,Spain vs Nigeria,10390.0,14:30,T-73,1,0,P-24556,not applicable Raúl,not applicable,Raúl,47',47,0,second half,0,0
G-1803,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-08,Spain vs Nigeria,10390.0,14:30,T-50,0,1,P-63214,Andoni Zubizarreta,Andoni,Zubizarreta,73',73,0,second half,1,0
G-1804,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-08,Spain vs Nigeria,10390.0,14:30,T-50,0,1,P-41790,Sunday Oliseh,Sunday,Oliseh,78',78,0,second half,0,0
G-1805,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-09,South Korea vs Mexico,10390.0,17:30,T-71,1,0,P-55350,Seok-ju Ha,Seok-ju,Ha,27',27,0,first half,0,0
G-1806,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-09,South Korea vs Mexico,10390.0,17:30,T-46,0,1,P-50252,Ricardo Peláez,Ricardo,Peláez,50',50,0,second half,0,0
G-1807,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-09,South Korea vs Mexico,10390.0,17:30,T-46,0,1,P-45941,Luis Hernández,Luis,Hernández,75',75,0,second half,0,0
G-1808,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-09,South Korea vs Mexico,10390.0,17:30,T-46,0,1,P-45941,Luis Hernández,Luis,Hernández,84',84,0,second half,0,0
G-1809,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-11,Argentina vs Japan,10391.0,14:30,T-03,1,0,P-84542,Gabriel Batistuta,Gabriel,Batistuta,28',28,0,first half,0,0
G-1810,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-12,Yugoslavia vs Iran,10391.0,17:30,T-87,1,0,P-04188,Siniša Mihajlović,Siniša,Mihajlović,73',73,0,second half,0,0
G-1811,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-13,Jamaica vs Croatia,10391.0,21:00,T-18,0,1,P-75377,Mario Stanić,Mario,Stanić,27',27,0,first half,0,0
G-1812,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-13,Jamaica vs Croatia,10391.0,21:00,T-43,1,0,P-16421,Robbie Earle,Robbie,Earle,45',45,0,first half,0,0
G-1813,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-13,Jamaica vs Croatia,10391.0,21:00,T-18,0,1,P-62861,Robert Prosinečki,Robert,Prosinečki,53',53,0,second half,0,0
G-1814,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-13,Jamaica vs Croatia,10391.0,21:00,T-18,0,1,P-58374,Davor Šuker,Davor,Šuker,69',69,0,second half,0,0
G-1815,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-14,England vs Tunisia,10392.0,14:30,T-28,1,0,P-63416,Alan Shearer,Alan,Shearer,42',42,0,first half,0,0
G-1816,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-14,England vs Tunisia,10392.0,14:30,T-28,1,0,P-63916,Paul Scholes,Paul,Scholes,89',89,0,second half,0,0
G-1817,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-15,Romania vs Colombia,10392.0,17:30,T-61,1,0,P-70680,Adrian Ilie,Adrian,Ilie,45'+1',45,1,"first half, stoppage time",0,0
G-1818,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-16,Germany vs United States,10392.0,21:00,T-31,1,0,P-37963,Andreas Möller,Andreas,Möller,9',9,0,first half,0,0
G-1819,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-16,Germany vs United States,10392.0,21:00,T-31,1,0,P-91373,Jürgen Klinsmann,Jürgen,Klinsmann,65',65,0,second half,0,0
G-1820,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-17,Scotland vs Norway,10393.0,17:30,T-53,0,1,P-99732,Håvard Flo,Håvard,Flo,46',46,0,second half,0,0
G-1821,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-17,Scotland vs Norway,10393.0,17:30,T-64,1,0,P-74264,Craig Burley,Craig,Burley,66',66,0,second half,0,0
G-1822,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-18,Brazil vs Morocco,10393.0,21:00,T-09,1,0,P-62722,not applicable Ronaldo,not applicable,Ronaldo,9',9,0,first half,0,0
G-1823,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-18,Brazil vs Morocco,10393.0,21:00,T-09,1,0,P-74261,not applicable Rivaldo,not applicable,Rivaldo,45'+2',45,2,"first half, stoppage time",0,0
G-1824,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-18,Brazil vs Morocco,10393.0,21:00,T-09,1,0,P-68671,not applicable Bebeto,not applicable,Bebeto,50',50,0,second half,0,0
G-1825,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-19,Chile vs Austria,10394.0,17:30,T-13,1,0,P-39251,Marcelo Salas,Marcelo,Salas,70',70,0,second half,0,0
G-1826,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-19,Chile vs Austria,10394.0,17:30,T-05,0,1,P-28521,Ivica Vastić,Ivica,Vastić,90'+2',90,2,"second half, stoppage time",0,0
G-1827,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-20,Italy vs Cameroon,10394.0,21:00,T-41,1,0,P-42659,Luigi Di Biagio,Luigi,Di Biagio,7',7,0,first half,0,0
G-1828,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-20,Italy vs Cameroon,10394.0,21:00,T-41,1,0,P-34670,Christian Vieri,Christian,Vieri,75',75,0,second half,0,0
G-1829,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-20,Italy vs Cameroon,10394.0,21:00,T-41,1,0,P-34670,Christian Vieri,Christian,Vieri,89',89,0,second half,0,0
G-1830,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-21,South Africa vs Denmark,10395.0,17:30,T-22,0,1,P-62564,Allan Nielsen,Allan,Nielsen,12',12,0,first half,0,0
G-1831,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-21,South Africa vs Denmark,10395.0,17:30,T-70,1,0,P-59298,Benni McCarthy,Benni,McCarthy,51',51,0,second half,0,0
G-1832,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-22,France vs Saudi Arabia,10395.0,21:00,T-30,1,0,P-51395,Thierry Henry,Thierry,Henry,37',37,0,first half,0,0
G-1833,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-22,France vs Saudi Arabia,10395.0,21:00,T-30,1,0,P-12167,David Trezeguet,David,Trezeguet,68',68,0,second half,0,0
G-1834,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-22,France vs Saudi Arabia,10395.0,21:00,T-30,1,0,P-51395,Thierry Henry,Thierry,Henry,78',78,0,second half,0,0
G-1835,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-22,France vs Saudi Arabia,10395.0,21:00,T-30,1,0,P-56735,Bixente Lizarazu,Bixente,Lizarazu,85',85,0,second half,0,0
G-1836,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-23,Nigeria vs Bulgaria,10396.0,17:30,T-50,1,0,P-25715,Victor Ikpeba,Victor,Ikpeba,28',28,0,first half,0,0
G-1837,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-25,Japan vs Croatia,10397.0,14:30,T-18,0,1,P-58374,Davor Šuker,Davor,Šuker,77',77,0,second half,0,0
G-1838,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-26,Belgium vs Mexico,10397.0,17:30,T-06,1,0,P-69659,Marc Wilmots,Marc,Wilmots,42',42,0,first half,0,0
G-1839,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-26,Belgium vs Mexico,10397.0,17:30,T-06,1,0,P-69659,Marc Wilmots,Marc,Wilmots,47',47,0,second half,0,0
G-1840,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-26,Belgium vs Mexico,10397.0,17:30,T-46,0,1,P-21495,Alberto García Aspe,Alberto,García Aspe,55',55,0,second half,0,1
G-1841,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-26,Belgium vs Mexico,10397.0,17:30,T-46,0,1,P-88428,Cuauhtémoc Blanco,Cuauhtémoc,Blanco,62',62,0,second half,0,0
G-1842,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-27,Netherlands vs South Korea,10397.0,21:00,T-48,1,0,P-42224,Phillip Cocu,Phillip,Cocu,37',37,0,first half,0,0
G-1843,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-27,Netherlands vs South Korea,10397.0,21:00,T-48,1,0,P-33834,Marc Overmars,Marc,Overmars,41',41,0,first half,0,0
G-1844,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-27,Netherlands vs South Korea,10397.0,21:00,T-48,1,0,P-22409,Dennis Bergkamp,Dennis,Bergkamp,71',71,0,second half,0,0
G-1845,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-27,Netherlands vs South Korea,10397.0,21:00,T-48,1,0,P-88340,Pierre van Hooijdonk,Pierre,van Hooijdonk,80',80,0,second half,0,0
G-1846,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-27,Netherlands vs South Korea,10397.0,21:00,T-48,1,0,P-92804,Ronald de Boer,Ronald,de Boer,83',83,0,second half,0,0
G-1847,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-28,Germany vs Yugoslavia,10398.0,14:30,T-87,0,1,P-82329,Predrag Mijatović,Predrag,Mijatović,13',13,0,first half,0,0
G-1848,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-28,Germany vs Yugoslavia,10398.0,14:30,T-87,0,1,P-93318,Dragan Stojković,Dragan,Stojković,52',52,0,second half,0,0
G-1849,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-28,Germany vs Yugoslavia,10398.0,14:30,T-31,1,0,P-04188,Siniša Mihajlović,Siniša,Mihajlović,72',72,0,second half,1,0
G-1850,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-28,Germany vs Yugoslavia,10398.0,14:30,T-31,1,0,P-84534,Oliver Bierhoff,Oliver,Bierhoff,78',78,0,second half,0,0
G-1851,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-29,Argentina vs Jamaica,10398.0,17:30,T-03,1,0,P-00065,Ariel Ortega,Ariel,Ortega,31',31,0,first half,0,0
G-1852,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-29,Argentina vs Jamaica,10398.0,17:30,T-03,1,0,P-00065,Ariel Ortega,Ariel,Ortega,55',55,0,second half,0,0
G-1853,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-29,Argentina vs Jamaica,10398.0,17:30,T-03,1,0,P-84542,Gabriel Batistuta,Gabriel,Batistuta,73',73,0,second half,0,0
G-1854,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-29,Argentina vs Jamaica,10398.0,17:30,T-03,1,0,P-84542,Gabriel Batistuta,Gabriel,Batistuta,78',78,0,second half,0,0
G-1855,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-29,Argentina vs Jamaica,10398.0,17:30,T-03,1,0,P-84542,Gabriel Batistuta,Gabriel,Batistuta,83',83,0,second half,0,1
G-1856,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-30,United States vs Iran,10398.0,21:00,T-38,0,1,P-78085,Hamid Estili,Hamid,Estili,40',40,0,first half,0,0
G-1857,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-30,United States vs Iran,10398.0,21:00,T-38,0,1,P-93633,Mehdi Mahdavikia,Mehdi,Mahdavikia,84',84,0,second half,0,0
G-1858,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-30,United States vs Iran,10398.0,21:00,T-83,1,0,P-60597,Brian McBride,Brian,McBride,87',87,0,second half,0,0
G-1859,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-31,Colombia vs Tunisia,10399.0,17:30,T-16,1,0,P-64415,Léider Preciado,Léider,Preciado,82',82,0,second half,0,0
G-1860,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-32,Romania vs England,10399.0,21:00,T-61,1,0,P-67833,Viorel Moldovan,Viorel,Moldovan,46',46,0,second half,0,0
G-1861,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-32,Romania vs England,10399.0,21:00,T-28,0,1,P-51130,Michael Owen,Michael,Owen,81',81,0,second half,0,0
G-1862,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-32,Romania vs England,10399.0,21:00,T-61,1,0,P-12625,Dan Petrescu,Dan,Petrescu,90',90,0,second half,0,0
G-1863,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-33,Chile vs Cameroon,10400.0,16:00,T-13,1,0,P-85178,José Luis Sierra,José Luis,Sierra,20',20,0,first half,0,0
G-1864,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-33,Chile vs Cameroon,10400.0,16:00,T-11,0,1,P-18804,Patrick M'Boma,Patrick,M'Boma,56',56,0,second half,0,0
G-1865,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-34,Italy vs Austria,10400.0,16:00,T-41,1,0,P-34670,Christian Vieri,Christian,Vieri,48',48,0,second half,0,0
G-1866,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-34,Italy vs Austria,10400.0,16:00,T-41,1,0,P-78756,Roberto Baggio,Roberto,Baggio,90',90,0,second half,0,0
G-1867,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-34,Italy vs Austria,10400.0,16:00,T-05,0,1,P-46897,Andi Herzog,Andi,Herzog,90'+2',90,2,"second half, stoppage time",0,1
G-1868,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-35,Brazil vs Norway,10400.0,21:00,T-09,1,0,P-68671,not applicable Bebeto,not applicable,Bebeto,78',78,0,second half,0,0
G-1869,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-35,Brazil vs Norway,10400.0,21:00,T-53,0,1,P-03442,Tore André Flo,Tore André,Flo,83',83,0,second half,0,0
G-1870,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-35,Brazil vs Norway,10400.0,21:00,T-53,0,1,P-72296,Kjetil Rekdal,Kjetil,Rekdal,89',89,0,second half,0,1
G-1871,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-36,Scotland vs Morocco,10400.0,21:00,T-47,0,1,P-87059,Salaheddine Bassir,Salaheddine,Bassir,23',23,0,first half,0,0
G-1872,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-36,Scotland vs Morocco,10400.0,21:00,T-47,0,1,P-14349,Abdeljalil Hadda,Abdeljalil,Hadda,46',46,0,second half,0,0
G-1873,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-36,Scotland vs Morocco,10400.0,21:00,T-47,0,1,P-87059,Salaheddine Bassir,Salaheddine,Bassir,85',85,0,second half,0,0
G-1874,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-37,France vs Denmark,10401.0,16:00,T-30,1,0,P-80680,Youri Djorkaeff,Youri,Djorkaeff,12',12,0,first half,0,1
G-1875,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-37,France vs Denmark,10401.0,16:00,T-22,0,1,P-56788,Michael Laudrup,Michael,Laudrup,42',42,0,first half,0,1
G-1876,WC-1998,1998 FIFA Men's World Cup,1998,M-1998-37,France vs Denmark,10401.0,16:00,T-30,1,0,P-40400,Emmanuel Petit,Emmanuel,Petit,56',56,0,second half,0,0
